,uniqueID,Date,Voter File Match,Registered Voter (of Voter File Matches),weight,Q1. Health Quality,age,DEMOGRAPHICS - GENDER,Q4. Number of People in HH,Q5. Children in HH,Q6. Non-HH Face to Face Count,Q7. Six Feet Away? (If Q6 > 0),Q8. HH Member Going to Work,Q9. Children Interacting with Other Children ,Q10. Times in Group > 20 in Last Week,Family,Friends,Co-workers,"Clients, patients, or patrons",Any other type of person not already mentioned,Q12. Handwashing Count,Q13. Currently Practicing Social Distancing?,Q14. Currently Experiencing Symptoms?,Q15. Likelihood of getting Coronavirus,Q16. NC Response to Coronavirus,Q17. Changes to Routine ,Q18. College Degree,Q19. Latino,Q20. Race,Q21. Panel Willingness,Q19-20. Race + Ethnicity,Survey Mode,DEMOGRAPHICS - RACE ON FILE,MEDIA MARKET,PARTY,TURNOUT,DEMOGRAPHICS - PARTY ON FILE,tax_score,CHOICE,CHURCH ATTENDANCE,CLIMATE CHANGE PRIORITY,COLLEGE,GUN CONTROL,GUN OWNER,PROGRESSIVE GUN OWNER,tv_cable,tv_satellite,tv_broadcast,cellphone_score,commercial_party,MARIJUANA,low_tv,trump_approve_score,retired_score,county_name,Completed Survey,week,Panel Respondent,week1,week2,full_sample,close_interactions,any_close_interactions,ever_in_group,someone_working,race
264,265,2020-03-30,Yes,Yes,0.316205,Good,79,Male,2.0,None,1.0,1.0,No,,0.0,Yes,No,No,No,No,6.0,Yes,No,No,Most are underestimating the risks,No real changes,No,No,White,0,White,IVR,Caucasian,517.0,1.0,5.0,Republican,1.0,5.0,2.0,1.0,5.0,3.0,4.0,2.0,4.0,2.0,1.0,1.0,3.0,3.0,1.0,5.0,5.0,STANLY,True,week1,,True,False,1,0.0,0.0,0.0,0.0,White
265,266,2020-03-30,Yes,Yes,0.300578,Very Good,70,Male,2.0,None,0.0,,No,,,,,,,,,,,,,,,,,0,White,IVR,Caucasian,544.0,4.0,5.0,Other / Unaffiliated,3.0,3.0,3.0,2.0,1.0,2.0,5.0,2.0,2.0,3.0,1.0,1.0,4.0,3.0,1.0,2.0,5.0,GATES,False,week1,,True,False,1,0.0,0.0,,0.0,White
266,267,2020-03-30,Yes,No,0.271379,5,86,Female,1.0,None,0.0,,No,,0.0,No,No,No,No,Yes,7.0,Yes,No,No,Most are underestimating the risks,Small changes,No,No,White,0,White,IVR,Caucasian,567.0,3.0,,Other / Unaffiliated,,3.0,3.0,2.0,1.0,3.0,4.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,1.0,3.0,4.0,,True,week1,,True,False,1,0.0,0.0,0.0,0.0,White
267,268,2020-03-30,Yes,Yes,1.05102,Very Good,68,Male,3.0,None,3.0,3.0,No,,5.0,Yes,No,No,No,Yes,9.0,Yes,No,No,Most are underestimating the risks,Large changes,Yes,No,White,No,White,IVR,Caucasian,518.0,1.0,5.0,Republican,3.0,3.0,4.0,1.0,5.0,1.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,3.0,GUILFORD,True,week1,,True,False,1,0.0,0.0,1.0,0.0,White
268,269,2020-03-30,Yes,Yes,0.285488,Very Good,75,Female,3.0,One,0.0,,Yes,No,0.0,Yes,No,No,No,No,9.0,Yes,No,Unsure,Most are reacting appropriately,Large changes,No,No,White,Yes,White,IVR,Caucasian,517.0,5.0,5.0,Democrat,3.0,1.0,4.0,2.0,1.0,1.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,4.0,STANLY,True,week1,,True,False,1,0.0,0.0,0.0,1.0,White
269,270,2020-03-30,Yes,No,0.51143,Good,62,Male,2.0,None,9.0,9.0,No,,9.0,No,No,No,No,No,9.0,Yes,No,No,Most are underestimating the risks,Unsure,No,No,Black,No,Black,IVR,Black,545.0,5.0,,Other / Unaffiliated,,2.0,2.0,2.0,3.0,3.0,3.0,2.0,4.0,2.0,1.0,1.0,5.0,4.0,1.0,2.0,1.0,,True,week1,,True,False,1,,,1.0,0.0,Black
270,271,2020-03-30,Yes,Yes,0.337294,Fair,69,Female,3.0,,,,,0,,,,,,,,,,,,,,,,0,White,IVR,Caucasian,518.0,3.0,5.0,Other / Unaffiliated,3.0,2.0,3.0,2.0,2.0,2.0,5.0,1.0,2.0,4.0,1.0,1.0,4.0,3.0,1.0,3.0,3.0,CASWELL,False,week1,,True,False,1,,,,,White
271,272,2020-03-30,Yes,Yes,0.271379,Good,80,Female,2.0,None,1.0,0.0,No,,0.0,Yes,No,No,No,No,9.0,Yes,No,Unsure,Most are reacting appropriately,Large changes,No,No,White,Yes,White,IVR,Caucasian,567.0,5.0,5.0,Democrat,3.0,3.0,3.0,2.0,1.0,4.0,3.0,2.0,3.0,2.0,1.0,1.0,4.0,2.0,1.0,1.0,5.0,TRANSYLVANIA,True,week1,,True,False,1,1.0,1.0,0.0,0.0,White
272,273,2020-03-30,Yes,Yes,0.285709,Fair,80,Female,,None,9.0,,,,,,,,,,,,,,,,,,,0,Black,IVR,Black,560.0,5.0,5.0,Democrat,5.0,2.0,4.0,2.0,2.0,3.0,4.0,2.0,3.0,3.0,1.0,1.0,5.0,2.0,1.0,1.0,5.0,WILSON,False,week1,,True,False,1,,,,,Black
273,274,2020-03-30,Yes,Yes,0.845627,Good,75,Male,2.0,None,3.0,0.0,No,,0.0,Yes,No,No,No,No,,,,,,,,,,0,White,IVR,Caucasian,544.0,1.0,5.0,Other / Unaffiliated,4.0,4.0,2.0,2.0,4.0,2.0,3.0,1.0,4.0,3.0,1.0,1.0,2.0,3.0,1.0,3.0,5.0,DARE,False,week1,,True,False,1,3.0,1.0,0.0,0.0,White
274,275,2020-03-30,Yes,Yes,0.251141,Very Good,83,Female,2.0,None,4.0,3.0,No,,0.0,Yes,,,,,,,,,,,,,,0,White,IVR,Caucasian,560.0,1.0,5.0,Republican,2.0,1.0,5.0,1.0,1.0,1.0,5.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,MOORE,False,week1,,True,False,1,1.0,1.0,0.0,0.0,White
275,276,2020-03-30,Yes,Yes,0.285709,Fair,65,Female,2.0,None,2.0,2.0,No,,0.0,No,No,No,No,No,4.0,Yes,No,No,Most are overreacting to the actual risks,Small changes,No,No,Black,No,Black,IVR,Black,560.0,5.0,5.0,Democrat,5.0,2.0,5.0,3.0,4.0,5.0,3.0,2.0,3.0,2.0,1.0,1.0,5.0,3.0,1.0,1.0,4.0,SAMPSON,True,week1,,True,False,1,0.0,0.0,0.0,0.0,Black
276,277,2020-03-30,Yes,Yes,0.706546,Fair,79,Female,1.0,None,1.0,0.0,No,,0.0,No,Yes,No,No,Yes,9.0,Yes,No,Unsure,Most are reacting appropriately,Large changes,Yes,No,White,Yes,White,IVR,Caucasian,560.0,5.0,5.0,Democrat,3.0,4.0,3.0,3.0,3.0,4.0,2.0,1.0,4.0,1.0,1.0,1.0,5.0,2.0,1.0,1.0,5.0,WAKE,True,week1,,True,False,1,1.0,1.0,0.0,0.0,White
277,278,2020-03-30,Yes,Yes,0.7634810000000001,Very Good,81,Female,1.0,None,0.0,,No,,,,,,,,9.0,Yes,No,No,Most are reacting appropriately,Large changes,Yes,No,White,Yes,White,IVR,Caucasian,545.0,1.0,5.0,Other / Unaffiliated,3.0,2.0,5.0,1.0,4.0,1.0,3.0,1.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,5.0,5.0,ONSLOW,True,week1,,True,False,1,0.0,0.0,,0.0,White
278,279,2020-03-30,Yes,Yes,1.14188,Good,59,Female,3.0,None,5.0,3.0,Yes,,0.0,Yes,No,No,No,No,9.0,Yes,No,No,Most are underestimating the risks,Large changes,Yes,No,White,Yes,White,IVR,Caucasian,545.0,1.0,5.0,Other / Unaffiliated,,3.0,3.0,2.0,3.0,3.0,3.0,1.0,2.0,3.0,2.0,,,4.0,1.0,4.0,2.0,CRAVEN,True,week1,,True,False,1,2.0,1.0,0.0,1.0,White
279,280,2020-03-30,Yes,Yes,0.285488,Good,70,Female,2.0,None,,,,,,,,,,,,,,,,,,,,0,White,IVR,Caucasian,517.0,1.0,5.0,Other / Unaffiliated,3.0,3.0,4.0,2.0,1.0,4.0,3.0,2.0,5.0,2.0,1.0,1.0,4.0,3.0,1.0,3.0,4.0,CALDWELL,False,week1,,True,False,1,,,,,White
280,281,2020-03-30,Yes,Yes,1.05673,Very Good,55,Female,4.0,One,9.0,9.0,No,No,0.0,Yes,Yes,No,No,No,7.0,Yes,No,Unsure,Most are underestimating the risks,Large changes,Yes,No,White,Yes,White,IVR,Caucasian,560.0,5.0,5.0,Democrat,3.0,5.0,2.0,4.0,5.0,5.0,1.0,1.0,4.0,1.0,1.0,1.0,5.0,5.0,3.0,1.0,1.0,ORANGE,True,week1,,True,False,1,,,0.0,0.0,White
281,282,2020-03-30,Yes,No,0.251141,Good,78,Female,1.0,None,3.0,0.0,Unsure,,9.0,Yes,Yes,Yes,Yes,Yes,5.0,Yes,No,No,Most are reacting appropriately,Large changes,No,No,,Yes,White,IVR,Caucasian,560.0,4.0,,Other / Unaffiliated,,,3.0,,1.0,,,,,,,,,,1.0,3.0,4.0,,True,week1,,True,False,1,3.0,1.0,1.0,,White
282,283,2020-03-30,Yes,Yes,0.803796,Fair,76,Female,3.0,None,,,,,,,,,,,,,,,,,,,,0,Black,IVR,Black,560.0,5.0,5.0,Democrat,3.0,4.0,4.0,3.0,4.0,5.0,2.0,2.0,4.0,2.0,1.0,1.0,5.0,3.0,1.0,1.0,5.0,WAKE,False,week1,,True,False,1,,,,,Black
283,284,2020-03-30,Yes,No,0.405882,Poor,60,Female,1.0,None,1.0,1.0,No,,0.0,Yes,No,No,No,Yes,9.0,Yes,No,No,Most are reacting appropriately,No real changes,No,No,White,Yes,White,IVR,Caucasian,567.0,3.0,,Other / Unaffiliated,,,3.0,,3.0,,,,,,,,,,1.0,3.0,1.0,,True,week1,,True,False,1,0.0,0.0,0.0,0.0,White
284,285,2020-03-30,Yes,Yes,0.337294,Good,77,Female,,,,,,0,,,,,,,,,,,,,,,,0,White,IVR,Caucasian,518.0,5.0,5.0,Democrat,5.0,2.0,4.0,2.0,2.0,2.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,3.0,5.0,MONTGOMERY,False,week1,,True,False,1,,,,,White
285,286,2020-03-30,No,,1.0795299999999999,Poor,99,Female,1.0,None,1.0,1.0,No,,9.0,Yes,Yes,Yes,Yes,Yes,1.0,No,Yes,Yes,Most are reacting appropriately,No real changes,Yes,No,Another race,No,Other,IVR,,,,,,,,,,,,,,,,,,,,,,,,True,week1,,True,False,1,0.0,0.0,1.0,0.0,Other
286,287,2020-03-30,Yes,Yes,3.40982,Good,44,Female,2.0,None,9.0,9.0,Yes,,0.0,Yes,No,No,No,No,9.0,Yes,No,Unsure,Most are overreacting to the actual risks,Large changes,Yes,No,White,Yes,White,IVR,Caucasian,545.0,2.0,5.0,Other / Unaffiliated,3.0,2.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,4.0,2.0,2.0,4.0,3.0,1.0,3.0,1.0,WASHINGTON,True,week1,,True,False,1,,,0.0,1.0,White
287,288,2020-03-30,Yes,Yes,0.285488,Good,67,Female,1.0,None,1.0,1.0,No,,1.0,Yes,,,,,,,,,,,,,,0,White,IVR,Caucasian,517.0,5.0,5.0,Democrat,3.0,3.0,3.0,2.0,2.0,4.0,2.0,2.0,4.0,2.0,1.0,1.0,5.0,4.0,1.0,1.0,4.0,MECKLENBURG,False,week1,,True,False,1,0.0,0.0,1.0,0.0,White
288,289,2020-03-30,Yes,Yes,0.42731499999999994,Fair,55,Female,,,,,,0,,,,,,,,,,,,,,,,0,Black,IVR,Black,560.0,5.0,5.0,Democrat,5.0,2.0,4.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,1.0,1.0,5.0,3.0,1.0,1.0,1.0,WILSON,False,week1,,True,False,1,,,,,Black
289,290,2020-03-30,Yes,Yes,0.316205,Very Good,90,Male,2.0,None,0.0,,No,,9.0,No,Yes,,,,9.0,Yes,No,No,Most are reacting appropriately,Unsure,No,No,White,Yes,White,IVR,Caucasian,517.0,1.0,5.0,Republican,2.0,1.0,5.0,1.0,2.0,1.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,MECKLENBURG,True,week1,,True,False,1,0.0,0.0,1.0,0.0,White
290,291,2020-03-30,Yes,Yes,0.782567,Good,77,Male,1.0,None,5.0,4.0,No,,0.0,No,No,No,No,Yes,9.0,Yes,No,Unsure,Most are reacting appropriately,Small changes,Yes,No,White,Yes,White,IVR,Caucasian,560.0,2.0,5.0,Other / Unaffiliated,3.0,3.0,3.0,2.0,5.0,3.0,3.0,2.0,4.0,2.0,1.0,1.0,4.0,2.0,1.0,4.0,4.0,HARNETT,True,week1,,True,False,1,1.0,1.0,0.0,0.0,White
291,292,2020-03-30,Yes,Yes,0.5587449999999999,Good,64,Male,,,,,,0,,,,,,,,,,,,,,,,0,White,IVR,Caucasian,518.0,1.0,5.0,Republican,2.0,2.0,4.0,1.0,3.0,1.0,5.0,1.0,3.0,2.0,1.0,1.0,1.0,4.0,1.0,4.0,2.0,GUILFORD,False,week1,,True,False,1,,,,,White
292,293,2020-03-30,Yes,Yes,0.868567,Good,65,Female,2.0,None,3.0,2.0,No,,0.0,Yes,No,No,No,No,6.0,Yes,No,No,Most are reacting appropriately,Large changes,Yes,No,Black,Yes,Black,IVR,Black,545.0,5.0,5.0,Democrat,3.0,3.0,4.0,2.0,5.0,5.0,4.0,3.0,2.0,3.0,1.0,1.0,4.0,3.0,1.0,1.0,3.0,DUPLIN,True,week1,,True,False,1,1.0,1.0,0.0,0.0,Black
293,294,2020-03-30,Yes,Yes,1.1704299999999999,Good,50,Male,4.0,Two,4.0,,,,,,,,,,,,,,,,,,,0,White,IVR,Caucasian,560.0,1.0,5.0,Republican,,3.0,3.0,1.0,5.0,2.0,3.0,1.0,2.0,2.0,2.0,,,2.0,2.0,5.0,1.0,ORANGE,False,week1,,True,False,1,,,,,White
294,295,2020-03-30,Yes,Yes,1.05673,Fair,62,Female,2.0,None,,,,,,,,,,,,,,,,,,,,0,White,IVR,Caucasian,560.0,1.0,5.0,Other / Unaffiliated,3.0,2.0,3.0,2.0,4.0,3.0,4.0,2.0,2.0,2.0,1.0,1.0,2.0,4.0,1.0,4.0,1.0,ORANGE,False,week1,,True,False,1,,,,,White
295,296,2020-03-30,No,,0.889592,Very Good,81,Male,1.0,None,1.0,9.0,No,,0.0,Yes,No,No,No,Yes,9.0,Yes,No,No,Most are underestimating the risks,Large changes,Yes,No,White,No,White,IVR,,,,,,,,,,,,,,,,,,,,,,,,True,week1,,True,False,1,0.0,0.0,0.0,0.0,White
296,297,2020-03-30,Yes,Yes,0.485756,Good,58,Female,2.0,Three or more,0.0,,Yes,No,0.0,Yes,,,,,9.0,Yes,Yes,Unsure,Most are underestimating the risks,Large changes,No,No,,Yes,Other,IVR,Other,517.0,1.0,5.0,Republican,2.0,1.0,4.0,1.0,3.0,1.0,2.0,1.0,4.0,3.0,1.0,1.0,1.0,3.0,1.0,5.0,1.0,UNION,True,week1,,True,False,1,0.0,0.0,0.0,1.0,Other
297,298,2020-03-30,Yes,Yes,0.285488,Good,75,Female,1.0,None,2.0,0.0,No,,1.0,No,No,No,No,No,9.0,Yes,No,No,Most are reacting appropriately,Large changes,No,No,White,Yes,White,IVR,Caucasian,517.0,1.0,5.0,Republican,2.0,2.0,3.0,1.0,2.0,1.0,5.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,GASTON,True,week1,,True,False,1,2.0,1.0,1.0,0.0,White
298,299,2020-03-30,Yes,Yes,0.5587449999999999,Very Good,62,Male,2.0,None,1.0,0.0,No,,0.0,Yes,No,No,No,No,8.0,Yes,No,Unsure,Most are overreacting to the actual risks,Large changes,No,No,White,Yes,White,IVR,Caucasian,518.0,1.0,5.0,Republican,,3.0,3.0,1.0,3.0,2.0,3.0,,4.0,,,,,2.0,1.0,5.0,3.0,DAVIDSON,True,week1,,True,False,1,1.0,1.0,0.0,0.0,White
299,300,2020-03-30,Yes,Yes,0.9620209999999999,5,70,Male,3.0,None,,,,,,,,,,,,,,,,,,,,0,Black,IVR,Black,545.0,5.0,5.0,Democrat,5.0,3.0,4.0,3.0,3.0,5.0,4.0,3.0,4.0,3.0,1.0,1.0,5.0,3.0,1.0,1.0,3.0,MARTIN,False,week1,,True,False,1,,,,,Black
300,301,2020-03-30,Yes,Yes,0.31645,Good,75,Male,3.0,None,3.0,2.0,No,,9.0,No,No,No,No,Yes,9.0,Yes,No,No,Most are reacting appropriately,Small changes,No,No,Black,Yes,Black,IVR,Hispanic,560.0,5.0,5.0,Democrat,3.0,3.0,3.0,2.0,2.0,5.0,4.0,3.0,4.0,3.0,1.0,1.0,5.0,4.0,1.0,1.0,5.0,JOHNSTON,True,week1,,True,False,1,1.0,1.0,1.0,0.0,Black
301,302,2020-03-30,Yes,Yes,1.41924,Fair,56,Female,1.0,None,1.0,0.0,No,,0.0,Yes,,,,,9.0,Yes,No,No,Most are reacting appropriately,Small changes,Yes,No,White,Yes,White,IVR,Caucasian,518.0,5.0,5.0,Democrat,3.0,4.0,3.0,3.0,5.0,3.0,4.0,2.0,3.0,3.0,1.0,1.0,4.0,4.0,2.0,2.0,1.0,SURRY,True,week1,,True,False,1,1.0,1.0,0.0,0.0,White
302,303,2020-03-30,Yes,Yes,0.706546,Very Good,75,Female,2.0,None,0.0,,No,,0.0,No,No,No,No,No,5.0,Yes,No,No,Most are underestimating the risks,Large changes,Yes,No,White,Yes,White,IVR,Caucasian,560.0,5.0,5.0,Democrat,,4.0,1.0,2.0,3.0,4.0,2.0,,3.0,,,,,3.0,1.0,1.0,4.0,WAKE,True,week1,,True,False,1,0.0,0.0,0.0,0.0,White
303,304,2020-03-30,Yes,Yes,1.14188,Good,58,Female,1.0,None,0.0,,No,,0.0,No,No,No,,,,,,,,,,,,0,White,IVR,Caucasian,545.0,1.0,5.0,Other / Unaffiliated,2.0,2.0,3.0,1.0,3.0,1.0,4.0,1.0,2.0,3.0,1.0,1.0,2.0,3.0,1.0,5.0,2.0,PAMLICO,False,week1,,True,False,1,0.0,0.0,0.0,0.0,White
304,305,2020-03-30,Yes,Yes,1.29906,Very Good,57,Female,4.0,None,1.0,1.0,Yes,,0.0,Yes,Yes,,,Yes,9.0,Yes,No,No,Most are reacting appropriately,Large changes,Yes,No,Black,Yes,Black,IVR,Black,545.0,5.0,5.0,Democrat,3.0,2.0,5.0,3.0,5.0,5.0,2.0,1.0,4.0,2.0,1.0,1.0,5.0,3.0,1.0,1.0,1.0,CRAVEN,True,week1,,True,False,1,0.0,0.0,0.0,1.0,Black
305,306,2020-03-30,Yes,Yes,0.251141,Good,88,Female,,,,,,0,,,,,,,,,,,,,,,,0,White,IVR,Caucasian,560.0,1.0,3.0,Republican,2.0,1.0,4.0,1.0,2.0,1.0,3.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,5.0,WAYNE,False,week1,,True,False,1,,,,,White
306,307,2020-03-30,Yes,Yes,0.251141,Fair,78,Female,1.0,None,1.0,1.0,,,0.0,No,Yes,,,,,,,,,,,,,0,White,IVR,Caucasian,560.0,4.0,4.0,Democrat,3.0,2.0,4.0,2.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,5.0,CUMBERLAND,False,week1,,True,False,1,0.0,0.0,0.0,,White
307,308,2020-03-30,No,,0.285709,Good,67,Female,2.0,None,5.0,1.0,No,,0.0,Yes,Yes,,,Yes,9.0,Yes,No,Unsure,Most are reacting appropriately,Large changes,No,No,Black,Yes,Black,IVR,,,,,,,,,,,,,,,,,,,,,,,,True,week1,,True,False,1,4.0,1.0,0.0,0.0,Black
308,309,2020-03-30,No,,0.37561500000000003,Good,63,Female,1.0,None,0.0,,No,,0.0,No,No,No,Yes,No,9.0,No,No,No,Most are underestimating the risks,No real changes,No,No,White,No,White,IVR,,,,,,,,,,,,,,,,,,,,,,,,True,week1,,True,False,1,0.0,0.0,0.0,0.0,White
309,310,2020-03-30,Yes,Yes,1.05673,Fair,57,Female,3.0,One,9.0,0.0,No,No,2.0,,,,,,,,,,,,,,,0,White,IVR,Caucasian,560.0,1.0,5.0,Republican,3.0,2.0,4.0,1.0,4.0,2.0,3.0,1.0,4.0,2.0,1.0,1.0,4.0,3.0,1.0,4.0,1.0,WAYNE,False,week1,,True,False,1,,,1.0,0.0,White
310,311,2020-03-30,Yes,Yes,0.285488,Fair,84,Female,2.0,None,1.0,1.0,No,,0.0,No,Yes,No,Yes,Yes,9.0,No,Yes,No,Most are reacting appropriately,Small changes,No,No,White,0,White,IVR,Caucasian,517.0,5.0,4.0,Democrat,3.0,2.0,4.0,1.0,1.0,4.0,2.0,2.0,4.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,5.0,GASTON,True,week1,,True,False,1,0.0,0.0,0.0,0.0,White
311,312,2020-03-30,Yes,Yes,0.4269850000000001,Good,59,Female,2.0,None,0.0,,Yes,,0.0,Yes,No,No,Yes,No,9.0,Yes,No,Unsure,Most are reacting appropriately,Large changes,No,No,White,Yes,White,IVR,Caucasian,517.0,1.0,5.0,Other / Unaffiliated,3.0,3.0,4.0,2.0,4.0,1.0,5.0,1.0,3.0,3.0,1.0,1.0,5.0,4.0,1.0,4.0,1.0,GASTON,True,week1,,True,False,1,0.0,0.0,0.0,1.0,White
312,313,2020-03-30,Yes,Yes,0.337294,Very Good,73,Female,3.0,One,9.0,9.0,Yes,Yes,4.0,Yes,Yes,Yes,No,No,9.0,Yes,No,Unsure,Most are underestimating the risks,Small changes,No,No,White,Yes,White,IVR,Caucasian,518.0,1.0,5.0,Republican,2.0,1.0,5.0,1.0,3.0,1.0,4.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,5.0,4.0,RANDOLPH,True,week1,,True,False,1,,,1.0,1.0,White
313,314,2020-03-30,Yes,Yes,0.251141,Very Good,93,Female,3.0,None,2.0,2.0,Yes,,0.0,Yes,No,No,No,No,9.0,Yes,No,No,Most are reacting appropriately,Small changes,No,No,White,Yes,White,IVR,Caucasian,560.0,5.0,5.0,Democrat,3.0,2.0,4.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,4.0,2.0,1.0,2.0,5.0,LEE,True,week1,,True,False,1,0.0,0.0,0.0,1.0,White
314,315,2020-03-30,Yes,Yes,0.251141,Very Good,85,Female,1.0,None,0.0,,No,,0.0,No,No,No,No,No,9.0,No,No,No,Most are reacting appropriately,Small changes,No,No,White,No,White,IVR,Caucasian,560.0,1.0,5.0,Republican,3.0,2.0,4.0,1.0,2.0,3.0,2.0,1.0,4.0,1.0,1.0,1.0,4.0,2.0,1.0,5.0,4.0,WAKE,True,week1,,True,False,1,0.0,0.0,0.0,0.0,White
315,316,2020-03-30,Yes,Yes,1.41222,Good,40,Male,4.0,Two,9.0,5.0,Yes,Yes,0.0,Yes,Yes,Yes,No,No,5.0,Yes,No,No,Most are reacting appropriately,Large changes,No,No,White,Yes,White,IVR,Caucasian,517.0,1.0,5.0,Republican,2.0,2.0,3.0,1.0,3.0,1.0,4.0,1.0,2.0,3.0,2.0,2.0,1.0,3.0,2.0,5.0,1.0,ASHE,True,week1,,True,False,1,,,0.0,1.0,White
316,317,2020-03-30,Yes,Yes,0.803175,Very Good,68,Female,2.0,None,0.0,,No,,0.0,No,No,No,No,,9.0,Yes,No,Unsure,Most are underestimating the risks,Large changes,Yes,No,White,Yes,White,IVR,Caucasian,517.0,5.0,5.0,Democrat,3.0,5.0,4.0,4.0,3.0,5.0,4.0,3.0,3.0,2.0,1.0,1.0,5.0,5.0,1.0,1.0,4.0,CALDWELL,True,week1,,True,False,1,0.0,0.0,0.0,0.0,White
317,318,2020-03-30,Yes,Yes,0.251141,Good,71,Female,1.0,None,2.0,1.0,No,,1.0,No,No,No,No,9,9.0,Yes,No,No,Most are reacting appropriately,Small changes,No,No,White,No,White,IVR,Caucasian,560.0,4.0,5.0,Democrat,3.0,2.0,3.0,2.0,2.0,1.0,5.0,1.0,2.0,3.0,1.0,1.0,4.0,3.0,1.0,2.0,5.0,NASH,True,week1,,True,False,1,1.0,1.0,1.0,0.0,White
318,319,2020-03-30,Yes,Yes,0.4269850000000001,Good,63,Female,4.0,Two,0.0,,No,No,3.0,Yes,No,Yes,Yes,Yes,5.0,Yes,No,Unsure,Most are reacting appropriately,Large changes,No,No,White,Yes,White,IVR,Caucasian,517.0,1.0,5.0,Republican,2.0,1.0,5.0,1.0,1.0,1.0,5.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,5.0,2.0,CALDWELL,True,week1,,True,False,1,0.0,0.0,1.0,0.0,White
319,320,2020-03-30,No,,1.26475,Good,63,Male,2.0,None,0.0,,No,,0.0,Yes,,,,,4.0,Yes,No,Yes,Most are reacting appropriately,Large changes,Yes,No,White,Yes,White,IVR,,,,,,,,,,,,,,,,,,,,,,,,True,week1,,True,False,1,0.0,0.0,0.0,0.0,White
320,321,2020-03-30,Yes,Yes,0.271379,Very Good,79,Female,1.0,None,3.0,0.0,No,,2.0,No,No,No,No,No,9.0,Yes,No,No,Most are reacting appropriately,Large changes,No,No,White,No,White,IVR,Caucasian,550.0,1.0,5.0,Republican,,,4.0,,3.0,,,,,,,,,,1.0,5.0,4.0,BRUNSWICK,True,week1,,True,False,1,3.0,1.0,1.0,0.0,White
321,322,2020-03-30,Yes,Yes,0.271379,Very Good,86,Female,4.0,One,1.0,2.0,Yes,No,1.0,Yes,No,No,No,No,9.0,Yes,No,Unsure,Most are reacting appropriately,Small changes,No,No,White,Yes,White,IVR,Caucasian,550.0,5.0,5.0,Democrat,3.0,4.0,3.0,2.0,2.0,4.0,4.0,3.0,3.0,2.0,1.0,1.0,5.0,2.0,1.0,1.0,5.0,PENDER,True,week1,,True,False,1,0.0,0.0,1.0,1.0,White
322,323,2020-03-30,Yes,Yes,1.14188,Good,45,Female,4.0,Two,8.0,4.0,Yes,No,1.0,Yes,No,Yes,Yes,No,9.0,Yes,No,Unsure,Most are overreacting to the actual risks,Small changes,,,,0,White,IVR,Caucasian,545.0,1.0,5.0,Republican,1.0,3.0,5.0,1.0,3.0,1.0,5.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,5.0,5.0,1.0,CARTERET,True,week1,,True,False,1,4.0,1.0,1.0,1.0,White
323,324,2020-03-30,Yes,Yes,0.300578,Very Good,81,Male,2.0,None,9.0,0.0,No,,0.0,No,No,No,No,No,9.0,Yes,No,No,Most are reacting appropriately,Large changes,No,No,White,No,White,IVR,Caucasian,545.0,2.0,5.0,Other / Unaffiliated,3.0,1.0,4.0,1.0,2.0,1.0,4.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,4.0,5.0,ONSLOW,True,week1,,True,False,1,,,0.0,0.0,White
324,325,2020-03-30,Yes,Yes,0.285488,Poor,67,Female,9.0,None,1.0,1.0,No,,0.0,No,Yes,,,,,,,,,,,,,0,White,IVR,Caucasian,517.0,4.0,5.0,Democrat,3.0,3.0,3.0,2.0,2.0,2.0,3.0,1.0,2.0,4.0,1.0,1.0,3.0,4.0,1.0,2.0,4.0,ASHE,False,week1,,True,False,1,0.0,0.0,0.0,0.0,White
325,326,2020-03-30,Yes,Yes,0.948923,Good,85,Female,,,,,,0,,,,,,,,,,,,,,,,0,White,IVR,Caucasian,518.0,4.0,5.0,Democrat,3.0,2.0,4.0,2.0,4.0,4.0,3.0,2.0,4.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,5.0,FORSYTH,False,week1,,True,False,1,,,,,White
