,uniqueID,Date,Voter File Match,Registered Voter (of Voter File Matches),weight,Q1. Health Quality,age,DEMOGRAPHICS - GENDER,Q4. Number of People in HH,Q5. Children in HH,Q6. Non-HH Face to Face Count,Q7. Six Feet Away? (If Q6 > 0),Q8. HH Member Going to Work,Q9. Children Interacting with Other Children ,Q10. Times in Group > 20 in Last Week,Family,Friends,Co-workers,"Clients, patients, or patrons",Any other type of person not already mentioned,Q12. Handwashing Count,Q13. Currently Practicing Social Distancing?,Q14. Currently Experiencing Symptoms?,Q15. Likelihood of getting Coronavirus,Q16. NC Response to Coronavirus,Q17. Changes to Routine ,Q18. College Degree,Q19. Latino,Q20. Race,Q21. Panel Willingness,Q19-20. Race + Ethnicity,Survey Mode,DEMOGRAPHICS - RACE ON FILE,MEDIA MARKET,PARTY,TURNOUT,DEMOGRAPHICS - PARTY ON FILE,tax_score,CHOICE,CHURCH ATTENDANCE,CLIMATE CHANGE PRIORITY,COLLEGE,GUN CONTROL,GUN OWNER,PROGRESSIVE GUN OWNER,tv_cable,tv_satellite,tv_broadcast,cellphone_score,commercial_party,MARIJUANA,low_tv,trump_approve_score,retired_score,county_name,Completed Survey,week,Panel Respondent,week1,week2,full_sample,close_interactions,any_close_interactions,ever_in_group,someone_working,race
1665,1664,2020-04-04,Yes,Yes,1.6792200000000002,Very Good,53,Female,2.0,None,,,,,,,,,,,,,,,,,,,,0,Black,IVR,Black,544.0,5.0,5.0,Other / Unaffiliated,3.0,2.0,4.0,2.0,4.0,3.0,3.0,2.0,3.0,2.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,PASQUOTANK,False,week2,No,False,True,1,,,,,Black
1666,1665,2020-04-04,Yes,Yes,0.473584,Fair,61,Female,3.0,None,2.0,2.0,No,,,,,,,,,,,,,,,,,0,Black,IVR,Black,560.0,5.0,5.0,Democrat,5.0,3.0,4.0,2.0,2.0,4.0,3.0,2.0,2.0,4.0,1.0,1.0,5.0,3.0,1.0,1.0,2.0,NORTHAMPTON,False,week2,No,False,True,1,0.0,0.0,,0.0,Black
1667,1666,2020-04-04,Yes,Yes,1.32023,Fair,62,Female,5.0,None,2.0,0.0,No,,1.0,No,,,,,,,,,,,,,,0,Black,IVR,Black,560.0,5.0,5.0,Other / Unaffiliated,3.0,4.0,4.0,2.0,3.0,4.0,4.0,3.0,3.0,2.0,1.0,1.0,5.0,4.0,1.0,1.0,1.0,DURHAM,False,week2,No,False,True,1,2.0,1.0,1.0,0.0,Black
1668,1667,2020-04-04,Yes,Yes,1.42852,Very Good,45,Female,4.0,Two,3.0,3.0,No,No,0.0,Yes,No,No,No,No,9.0,Yes,No,Unsure,Most are underestimating the risks,Large changes,Yes,No,White,Yes,White,IVR,Caucasian,518.0,1.0,5.0,Republican,2.0,2.0,4.0,1.0,4.0,1.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,5.0,1.0,FORSYTH,True,week2,No,False,True,1,0.0,0.0,0.0,0.0,White
1669,1668,2020-04-04,Yes,Yes,0.18874000000000002,Good,73,Female,1.0,None,1.0,0.0,Yes,,1.0,No,Yes,Yes,Yes,Yes,9.0,Yes,No,Unsure,Most are reacting appropriately,Large changes,No,No,Black,No,Black,IVR,Black,560.0,5.0,5.0,Democrat,5.0,3.0,3.0,2.0,2.0,3.0,2.0,1.0,4.0,2.0,1.0,1.0,5.0,3.0,1.0,1.0,4.0,WAKE,True,week2,No,False,True,1,1.0,1.0,1.0,1.0,Black
1670,1669,2020-04-04,Yes,Yes,0.669229,Very Good,82,Female,6.0,One,0.0,,Yes,,0.0,Yes,,,,,9.0,Yes,No,No,,,,,,0,Black,IVR,Black,545.0,5.0,5.0,Democrat,5.0,3.0,4.0,4.0,5.0,5.0,2.0,2.0,5.0,2.0,1.0,1.0,5.0,3.0,1.0,1.0,5.0,CARTERET,False,week2,No,False,True,1,0.0,0.0,0.0,1.0,Black
1671,1670,2020-04-04,Yes,Yes,0.676247,Very Good,60,Male,3.0,None,2.0,2.0,,,,,,,,,,,,,,,,,,0,White,IVR,Caucasian,518.0,1.0,5.0,Republican,2.0,2.0,4.0,1.0,2.0,1.0,4.0,1.0,4.0,3.0,1.0,1.0,2.0,2.0,1.0,5.0,1.0,WILKES,False,week2,No,False,True,1,0.0,0.0,,,White
1672,1671,2020-04-04,Yes,Yes,1.58643,Fair,57,Female,2.0,None,0.0,,No,,2.0,No,No,,No,No,2.0,Yes,No,Unsure,Most are reacting appropriately,Small changes,Yes,No,White,No,White,IVR,Caucasian,567.0,1.0,5.0,Republican,,,3.0,,3.0,,,,,,,,,,2.0,3.0,1.0,POLK,True,week2,No,False,True,1,0.0,0.0,1.0,0.0,White
1673,1672,2020-04-04,Yes,No,0.226796,Very Good,79,Female,9.0,None,9.0,9.0,No,,9.0,No,No,No,No,No,9.0,Yes,No,No,Most are reacting appropriately,Small changes,No,No,White,Yes,White,IVR,Caucasian,550.0,3.0,,Other / Unaffiliated,,2.0,3.0,1.0,1.0,3.0,2.0,1.0,3.0,2.0,1.0,1.0,4.0,1.0,1.0,3.0,5.0,,True,week2,No,False,True,1,,,1.0,0.0,White
1674,1673,2020-04-04,Yes,Yes,0.316805,Good,73,Male,3.0,One,9.0,6.0,Yes,No,9.0,No,3,Yes,Yes,No,9.0,Yes,No,No,Most are reacting appropriately,Large changes,No,No,Asian,Yes,Other,IVR,Other,570.0,5.0,5.0,Democrat,3.0,2.0,3.0,2.0,2.0,4.0,4.0,3.0,3.0,3.0,1.0,1.0,5.0,2.0,1.0,1.0,4.0,ROBESON,True,week2,No,False,True,1,,,1.0,1.0,Other
1675,1674,2020-04-04,Yes,Yes,0.6023569999999999,Fair,62,Female,2.0,None,2.0,2.0,Yes,,2.0,Yes,Yes,Yes,Yes,Yes,9.0,Yes,No,Unsure,Most are underestimating the risks,Large changes,No,No,Black,No,Black,IVR,Black,545.0,5.0,5.0,Democrat,3.0,3.0,4.0,3.0,2.0,3.0,4.0,3.0,2.0,4.0,1.0,1.0,5.0,3.0,1.0,1.0,2.0,CRAVEN,True,week2,No,False,True,1,0.0,0.0,1.0,1.0,Black
1676,1675,2020-04-04,Yes,Yes,0.257792,Good,69,Female,1.0,,,,,0,9.0,No,No,No,No,No,9.0,Yes,No,No,Most are underestimating the risks,Unsure,No,No,,No,Black,IVR,Black,517.0,5.0,5.0,Democrat,3.0,3.0,4.0,3.0,2.0,3.0,4.0,2.0,3.0,2.0,1.0,1.0,5.0,4.0,1.0,1.0,4.0,CLEVELAND,True,week2,No,False,True,1,,,1.0,,Black
1677,1676,2020-04-04,Yes,Yes,0.235315,Good,95,Male,1.0,None,7.0,5.0,No,,,,,,,,9.0,Yes,No,No,Most are reacting appropriately,Large changes,No,No,White,No,White,IVR,Caucasian,560.0,5.0,5.0,Democrat,4.0,4.0,4.0,2.0,3.0,4.0,2.0,2.0,3.0,1.0,1.0,1.0,5.0,2.0,1.0,1.0,5.0,WAKE,True,week2,No,False,True,1,2.0,1.0,,0.0,White
1678,1677,2020-04-04,Yes,Yes,0.316805,Good,73,Male,2.0,None,2.0,2.0,No,,0.0,Yes,No,No,,,9.0,Yes,No,Unsure,Most are underestimating the risks,Unsure,No,No,Black,No,Black,IVR,Caucasian,550.0,1.0,5.0,Republican,2.0,2.0,5.0,1.0,3.0,1.0,4.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,5.0,5.0,NEW HANOVER,True,week2,No,False,True,1,0.0,0.0,0.0,0.0,Black
1679,303,2020-04-04,Yes,Yes,0.497086,Very Good,75,Female,2.0,None,0.0,,No,,0.0,Yes,,,,,9.0,Yes,No,Unsure,Most are underestimating the risks,Large changes,Yes,No,White,Yes,White,IVR,Caucasian,560.0,5.0,5.0,Democrat,,4.0,1.0,2.0,3.0,4.0,2.0,,3.0,,,,,3.0,1.0,1.0,4.0,WAKE,True,week2,Yes,False,True,1,0.0,0.0,0.0,0.0,White
1680,1678,2020-04-04,Yes,Yes,0.542401,Very Good,53,Female,4.0,One,9.0,5.0,Yes,No,1.0,Yes,No,No,No,No,9.0,Yes,No,No,Most are underestimating the risks,Large changes,No,No,Black,No,Black,IVR,Black,518.0,5.0,5.0,Democrat,3.0,2.0,3.0,2.0,2.0,3.0,4.0,2.0,4.0,3.0,1.0,1.0,5.0,3.0,1.0,1.0,1.0,CASWELL,True,week2,No,False,True,1,,,1.0,1.0,Black
1681,1679,2020-04-04,Yes,Yes,0.32140599999999997,Very Good,92,Male,2.0,None,0.0,,No,,0.0,Yes,,,,,6.0,Yes,No,No,Most are reacting appropriately,No real changes,No,No,White,Yes,White,IVR,Caucasian,517.0,1.0,5.0,Republican,2.0,1.0,5.0,1.0,3.0,1.0,4.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,UNION,True,week2,No,False,True,1,0.0,0.0,0.0,0.0,White
1682,1680,2020-04-04,Yes,Yes,0.226796,Good,67,Female,2.0,None,0.0,,No,,0.0,Yes,No,No,No,No,9.0,Yes,No,Unsure,Most are underestimating the risks,Large changes,No,No,White,Yes,White,IVR,Caucasian,570.0,1.0,5.0,Other / Unaffiliated,3.0,1.0,4.0,1.0,1.0,1.0,4.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,SCOTLAND,True,week2,No,False,True,1,0.0,0.0,0.0,0.0,White
1683,1681,2020-04-04,Yes,Yes,0.63225,Fair,86,Female,,,,,,0,,,,,,,,,,,,,,,,0,White,IVR,Caucasian,550.0,1.0,5.0,Republican,2.0,1.0,5.0,1.0,4.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,NEW HANOVER,False,week2,No,False,True,1,,,,,White
1684,1682,2020-04-04,Yes,Yes,1.42852,Good,63,Female,3.0,None,4.0,3.0,No,,0.0,Yes,No,Yes,Yes,Yes,9.0,Yes,No,Unsure,Most are reacting appropriately,Large changes,Yes,No,White,No,White,IVR,Caucasian,518.0,5.0,5.0,Democrat,4.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,1.0,4.0,1.0,1.0,5.0,4.0,1.0,1.0,2.0,SURRY,True,week2,No,False,True,1,1.0,1.0,0.0,0.0,White
1685,1683,2020-04-04,Yes,Yes,0.32140599999999997,Poor,66,Male,2.0,None,9.0,9.0,Yes,,1.0,Yes,No,No,,,,,,,,,,,,0,White,IVR,Caucasian,517.0,1.0,5.0,Other / Unaffiliated,2.0,2.0,4.0,1.0,3.0,1.0,4.0,1.0,2.0,3.0,1.0,1.0,2.0,3.0,1.0,5.0,4.0,STANLY,False,week2,No,False,True,1,,,1.0,1.0,White
1686,1684,2020-04-04,Yes,Yes,1.7036099999999998,Fair,62,Female,5.0,One,1.0,1.0,Yes,No,0.0,Yes,No,No,No,No,9.0,Yes,No,No,Most are reacting appropriately,Large changes,Yes,No,White,Yes,White,IVR,Caucasian,517.0,1.0,5.0,Other / Unaffiliated,3.0,2.0,3.0,1.0,4.0,2.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,MECKLENBURG,True,week2,No,False,True,1,0.0,0.0,0.0,1.0,White
1687,1685,2020-04-04,Yes,Yes,1.24728,Very Good,52,Female,9.0,Three or more,,,,,,,,,,,,,,,,,,,,0,White,IVR,Caucasian,560.0,4.0,5.0,Other / Unaffiliated,,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,1.0,,,4.0,2.0,2.0,1.0,CUMBERLAND,False,week2,No,False,True,1,,,,,White
1688,1686,2020-04-04,Yes,Yes,0.51243,Good,64,Female,3.0,None,9.0,9.0,Yes,,1.0,No,No,No,Yes,No,9.0,Yes,No,Yes,Most are underestimating the risks,Large changes,No,No,White,No,White,IVR,Caucasian,518.0,1.0,5.0,Republican,2.0,3.0,3.0,1.0,4.0,1.0,5.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,5.0,3.0,DAVIDSON,True,week2,No,False,True,1,,,1.0,1.0,White
1689,1687,2020-04-04,Yes,Yes,0.24006100000000002,Good,83,Female,1.0,None,,,,,,,,,,,,,,,,,,,,0,Other,IVR,Other,570.0,5.0,5.0,Democrat,5.0,2.0,4.0,2.0,1.0,4.0,3.0,2.0,3.0,3.0,1.0,1.0,5.0,2.0,1.0,1.0,5.0,ROBESON,False,week2,No,False,True,1,,,,,Other
1690,1688,2020-04-04,Yes,Yes,0.497086,Very Good,82,Female,1.0,None,2.0,,,,1.0,No,No,No,Yes,Yes,3.0,Yes,No,Unsure,Most are underestimating the risks,Large changes,Yes,No,White,Yes,White,IVR,Caucasian,560.0,1.0,2.0,Republican,2.0,1.0,4.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,JOHNSTON,True,week2,No,False,True,1,,,1.0,,White
1691,1689,2020-04-04,Yes,Yes,0.18874000000000002,Good,70,Female,5.0,One,3.0,0.0,Yes,No,0.0,Yes,No,No,No,No,9.0,Yes,No,Unsure,Most are underestimating the risks,Small changes,No,No,Black,Yes,Black,IVR,Black,560.0,5.0,5.0,Other / Unaffiliated,3.0,3.0,4.0,2.0,3.0,4.0,2.0,2.0,3.0,2.0,1.0,1.0,5.0,3.0,1.0,1.0,4.0,DURHAM,True,week2,No,False,True,1,3.0,1.0,0.0,1.0,Black
1692,1690,2020-04-04,Yes,Yes,0.542401,Fair,62,Female,,,,,,0,,,,,,,,,,,,,,,,0,Black,IVR,Black,518.0,5.0,5.0,Democrat,3.0,3.0,3.0,2.0,2.0,3.0,1.0,1.0,4.0,2.0,1.0,1.0,5.0,4.0,1.0,1.0,3.0,FORSYTH,False,week2,No,False,True,1,,,,,Black
1693,1691,2020-04-04,Yes,Yes,2.24823,Very Good,50,Male,3.0,One,2.0,2.0,No,Yes,0.0,Yes,No,No,No,Yes,6.0,Yes,No,No,Most are reacting appropriately,Large changes,Yes,No,White,0,White,IVR,Caucasian,517.0,5.0,5.0,Democrat,3.0,5.0,1.0,4.0,5.0,5.0,2.0,2.0,4.0,2.0,1.0,1.0,5.0,5.0,2.0,1.0,1.0,MECKLENBURG,True,week2,No,False,True,1,0.0,0.0,0.0,0.0,White
1694,1692,2020-04-04,Yes,Yes,0.8959999999999999,Very Good,69,Male,2.0,None,1.0,1.0,No,,0.0,No,No,No,No,No,9.0,Yes,No,Yes,Most are reacting appropriately,Large changes,Yes,No,White,Yes,White,IVR,Caucasian,517.0,5.0,5.0,Democrat,4.0,5.0,3.0,3.0,3.0,5.0,2.0,2.0,4.0,1.0,1.0,1.0,5.0,4.0,1.0,1.0,3.0,MECKLENBURG,True,week2,No,False,True,1,0.0,0.0,0.0,0.0,White
1695,1693,2020-04-04,No,,0.51243,Good,64,Female,3.0,One,3.0,3.0,Yes,No,0.0,Yes,,,,,9.0,Yes,No,No,Most are reacting appropriately,Small changes,No,No,White,Yes,White,IVR,,,,,,,,,,,,,,,,,,,,,,,,True,week2,No,False,True,1,0.0,0.0,0.0,1.0,White
1696,1694,2020-04-04,Yes,Yes,0.24006100000000002,Very Good,71,Female,,,,,,0,,,,,,,,,,,,,,,,0,Black,IVR,Black,570.0,5.0,5.0,Democrat,3.0,1.0,3.0,2.0,2.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,5.0,2.0,1.0,1.0,4.0,ROBESON,False,week2,No,False,True,1,,,,,Black
1697,1695,2020-04-04,Yes,Yes,1.32023,Fair,64,Female,2.0,None,1.0,1.0,Yes,,1.0,Yes,,,,,9.0,Yes,No,No,Most are underestimating the risks,Large changes,Yes,Yes,,Yes,Other,IVR,Hispanic,560.0,4.0,5.0,Other / Unaffiliated,3.0,3.0,3.0,3.0,2.0,4.0,2.0,2.0,2.0,3.0,1.0,1.0,5.0,4.0,1.0,2.0,3.0,LEE,True,week2,No,False,True,1,0.0,0.0,1.0,1.0,Other
1698,664,2020-04-04,No,,0.678949,Good,76,Female,2.0,None,0.0,,No,,0.0,No,No,No,No,No,8.0,Yes,No,Unsure,Most are reacting appropriately,Large changes,Yes,No,White,Yes,White,IVR,,,,,,,,,,,,,,,,,,,,,,,,True,week2,Yes,False,True,1,0.0,0.0,0.0,0.0,White
1699,1696,2020-04-04,Yes,Yes,0.20422200000000001,Very Good,71,Female,6.0,None,,,,,,,,,,,,,,,,,,,,0,White,IVR,Caucasian,518.0,5.0,5.0,Democrat,3.0,3.0,2.0,2.0,1.0,2.0,4.0,2.0,3.0,2.0,1.0,1.0,4.0,3.0,1.0,2.0,4.0,RANDOLPH,False,week2,No,False,True,1,,,,,White
1700,1697,2020-04-04,Yes,Yes,2.70985,Good,44,Male,1.0,None,,,,,,,,,,,,,,,,,,,,0,White,IVR,Caucasian,560.0,1.0,3.0,Republican,,,4.0,,4.0,,,,,,,,,,1.0,5.0,1.0,CUMBERLAND,False,week2,No,False,True,1,,,,,White
1701,1698,2020-04-04,Yes,Yes,0.676247,Good,64,Male,2.0,None,2.0,2.0,Yes,,0.0,Yes,No,No,No,No,9.0,Yes,No,Unsure,Most are underestimating the risks,Small changes,No,No,White,Yes,White,IVR,Caucasian,518.0,1.0,5.0,Other / Unaffiliated,2.0,1.0,5.0,1.0,2.0,1.0,5.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,5.0,2.0,RANDOLPH,True,week2,No,False,True,1,0.0,0.0,0.0,1.0,White
1702,1699,2020-04-04,Yes,Yes,0.497086,Good,68,Female,4.0,None,0.0,,Yes,,0.0,Yes,No,No,No,No,9.0,Yes,No,No,Most are overreacting to the actual risks,Large changes,Yes,No,White,No,White,IVR,Caucasian,560.0,1.0,5.0,Other / Unaffiliated,2.0,1.0,5.0,1.0,3.0,1.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,5.0,3.0,HARNETT,True,week2,No,False,True,1,0.0,0.0,0.0,1.0,White
1703,1700,2020-04-04,Yes,Yes,0.8343709999999999,Good,78,Male,2.0,None,0.0,,No,,0.0,No,No,No,No,No,9.0,Yes,No,Unsure,Most are underestimating the risks,Large changes,Yes,No,White,Yes,White,IVR,Caucasian,567.0,2.0,5.0,Other / Unaffiliated,3.0,4.0,4.0,3.0,4.0,3.0,4.0,2.0,3.0,2.0,1.0,1.0,4.0,2.0,1.0,2.0,5.0,HENDERSON,True,week2,No,False,True,1,0.0,0.0,0.0,0.0,White
1704,1701,2020-04-04,Yes,Yes,0.20422200000000001,Good,86,Female,2.0,None,3.0,9.0,Unsure,,2.0,No,,,,,9.0,Yes,No,Unsure,Most are reacting appropriately,Unsure,No,No,White,No,White,IVR,Caucasian,518.0,1.0,5.0,Republican,2.0,1.0,5.0,1.0,1.0,1.0,4.0,1.0,4.0,3.0,1.0,1.0,1.0,2.0,1.0,5.0,5.0,DAVIDSON,True,week2,No,False,True,1,0.0,0.0,1.0,,White
1705,138,2020-04-04,Yes,Yes,1.7036099999999998,Fair,60,Female,2.0,None,1.0,1.0,No,,0.0,No,No,No,No,No,9.0,Yes,No,Unsure,Most are underestimating the risks,Large changes,Yes,No,White,Yes,White,IVR,Caucasian,517.0,1.0,5.0,Republican,2.0,2.0,5.0,1.0,5.0,2.0,4.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,5.0,1.0,MECKLENBURG,True,week2,Yes,False,True,1,0.0,0.0,0.0,0.0,White
1706,1702,2020-04-04,Yes,Yes,1.24728,Very Good,59,Female,3.0,None,0.0,,No,,0.0,Yes,No,No,No,No,7.0,Yes,No,No,Most are underestimating the risks,Large changes,Yes,No,White,0,White,IVR,Caucasian,560.0,1.0,5.0,Other / Unaffiliated,3.0,3.0,3.0,1.0,5.0,1.0,4.0,1.0,4.0,2.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,WAKE,True,week2,No,False,True,1,0.0,0.0,0.0,0.0,White
1707,1703,2020-04-04,Yes,Yes,0.226796,Fair,79,Female,,,,,,0,,,,,,,,,,,,,,,,0,White,IVR,Caucasian,544.0,5.0,5.0,Democrat,3.0,1.0,3.0,1.0,2.0,2.0,4.0,2.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,5.0,CHOWAN,False,week2,No,False,True,1,,,,,White
1708,1704,2020-04-04,Yes,Yes,0.20422200000000001,Fair,71,Female,2.0,None,0.0,,Yes,,0.0,No,No,No,No,No,9.0,Yes,No,Unsure,,,,,,0,White,IVR,Caucasian,518.0,1.0,5.0,Republican,1.0,1.0,4.0,1.0,1.0,1.0,5.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,STOKES,False,week2,No,False,True,1,0.0,0.0,0.0,1.0,White
1709,1705,2020-04-04,Yes,Yes,0.497086,Fair,70,Female,2.0,None,3.0,2.0,Yes,,1.0,Yes,Yes,9,9,9,9.0,Yes,No,Unsure,Most are underestimating the risks,Small changes,Yes,No,White,Yes,White,IVR,Caucasian,560.0,5.0,5.0,Democrat,3.0,5.0,3.0,4.0,3.0,5.0,1.0,1.0,5.0,1.0,1.0,1.0,5.0,5.0,1.0,1.0,3.0,DURHAM,True,week2,No,False,True,1,1.0,1.0,1.0,1.0,White
1710,1706,2020-04-04,Yes,No,0.806467,Good,59,Male,2.0,None,1.0,1.0,No,,0.0,Yes,No,No,No,No,6.0,Yes,No,No,Most are underestimating the risks,Large changes,No,No,White,0,White,IVR,Caucasian,517.0,3.0,,Other / Unaffiliated,,,3.0,,4.0,,,,,,,,,,1.0,3.0,1.0,,True,week2,No,False,True,1,0.0,0.0,0.0,0.0,White
1711,1707,2020-04-04,Yes,Yes,1.58643,Good,58,Female,2.0,None,9.0,3.0,Yes,,0.0,Yes,No,No,No,No,7.0,Yes,No,Unsure,Most are reacting appropriately,Large changes,Yes,No,White,Yes,White,IVR,Caucasian,545.0,1.0,5.0,Republican,2.0,2.0,3.0,1.0,4.0,1.0,4.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,2.0,5.0,1.0,CARTERET,True,week2,No,False,True,1,,,0.0,1.0,White
1712,1708,2020-04-04,Yes,Yes,0.8343709999999999,Fair,90,Male,1.0,None,1.0,1.0,No,,0.0,Yes,No,No,No,No,5.0,Yes,No,No,Most are underestimating the risks,Unsure,Yes,No,White,0,White,IVR,Caucasian,545.0,5.0,5.0,Democrat,3.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,5.0,2.0,1.0,1.0,4.0,2.0,1.0,1.0,5.0,ONSLOW,True,week2,No,False,True,1,0.0,0.0,0.0,0.0,White
1713,1709,2020-04-04,Yes,Yes,0.569072,Fair,52,Female,3.0,One,5.0,5.0,No,Yes,0.0,Yes,No,No,No,No,9.0,Yes,No,Unsure,Most are underestimating the risks,Large changes,No,No,White,Yes,White,IVR,Caucasian,567.0,1.0,5.0,Republican,1.0,1.0,4.0,1.0,1.0,1.0,5.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,5.0,1.0,GRAHAM,True,week2,No,False,True,1,0.0,0.0,0.0,0.0,White
1714,1710,2020-04-04,Yes,Yes,0.569072,Fair,54,Female,1.0,None,2.0,1.0,No,,0.0,No,No,No,No,No,9.0,Yes,No,Unsure,Most are underestimating the risks,Small changes,No,No,White,Yes,White,IVR,Caucasian,567.0,1.0,5.0,Republican,2.0,1.0,4.0,1.0,4.0,1.0,4.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,5.0,1.0,MCDOWELL,True,week2,No,False,True,1,1.0,1.0,0.0,0.0,White
1715,1711,2020-04-04,Yes,Yes,0.542401,Very Good,53,Female,,,,,,0,,,,,,,,,,,,,,,,0,Black,IVR,Black,518.0,5.0,5.0,Democrat,3.0,2.0,4.0,2.0,3.0,4.0,2.0,2.0,3.0,2.0,1.0,1.0,5.0,4.0,1.0,1.0,1.0,ROCKINGHAM,False,week2,No,False,True,1,,,,,Black
1716,1712,2020-04-04,Yes,Yes,0.8959999999999999,Poor,90,Male,2.0,None,4.0,1.0,No,,0.0,Yes,,,,,8.0,Yes,No,No,Most are reacting appropriately,Large changes,Yes,No,White,0,White,IVR,Caucasian,517.0,1.0,5.0,Republican,2.0,1.0,4.0,1.0,3.0,2.0,3.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,MECKLENBURG,True,week2,No,False,True,1,3.0,1.0,0.0,0.0,White
1717,1713,2020-04-04,Yes,Yes,0.32140599999999997,Fair,76,Male,5.0,Two,0.0,,Yes,,,,,,,,,,,,,,,,,0,White,IVR,Caucasian,517.0,1.0,5.0,Republican,2.0,3.0,3.0,1.0,2.0,1.0,4.0,1.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,5.0,4.0,IREDELL,False,week2,No,False,True,1,0.0,0.0,,1.0,White
1718,1714,2020-04-04,Yes,Yes,0.51243,7,55,Female,,,,,,0,,,,,,,,,,,,,,,,0,White,IVR,Caucasian,518.0,5.0,5.0,Democrat,3.0,3.0,2.0,3.0,2.0,3.0,1.0,1.0,4.0,1.0,1.0,3.0,5.0,4.0,1.0,1.0,1.0,ROCKINGHAM,False,week2,No,False,True,1,,,,,White
1719,1715,2020-04-04,Yes,Yes,0.611105,Good,59,Female,2.0,None,1.0,1.0,No,,0.0,Yes,,,,,9.0,Yes,No,No,Most are underestimating the risks,Small changes,No,No,White,Yes,White,IVR,Caucasian,517.0,1.0,5.0,Republican,2.0,1.0,5.0,1.0,4.0,1.0,3.0,1.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,5.0,1.0,CABARRUS,True,week2,No,False,True,1,0.0,0.0,0.0,0.0,White
1720,1716,2020-04-04,Yes,Yes,0.257792,Good,79,Female,9.0,Three or more,3.0,9.0,,,,,,,,,,,,,,,,,,0,Black,IVR,Black,517.0,5.0,5.0,Democrat,3.0,3.0,4.0,2.0,2.0,4.0,1.0,1.0,3.0,2.0,1.0,1.0,5.0,3.0,1.0,1.0,4.0,MECKLENBURG,False,week2,No,False,True,1,0.0,0.0,,,Black
1721,1717,2020-04-04,Yes,Yes,0.751322,Good,78,Male,3.0,One,2.0,0.0,No,No,0.0,Yes,No,No,No,,,,,,,,,,,0,White,IVR,Caucasian,518.0,4.0,3.0,Democrat,,2.0,3.0,2.0,4.0,2.0,5.0,2.0,4.0,3.0,1.0,1.0,4.0,2.0,1.0,3.0,4.0,RANDOLPH,False,week2,No,False,True,1,2.0,1.0,0.0,0.0,White
1722,1718,2020-04-04,Yes,No,0.20422200000000001,Good,76,Female,3.0,None,3.0,3.0,Yes,,1.0,Yes,No,No,No,No,9.0,Yes,No,No,Most are reacting appropriately,Small changes,No,No,White,0,White,IVR,Caucasian,518.0,1.0,,Other / Unaffiliated,,,3.0,,2.0,,,,,,,,,,1.0,3.0,4.0,,True,week2,No,False,True,1,0.0,0.0,1.0,1.0,White
1723,1719,2020-04-04,Yes,Yes,0.226796,Fair,68,Female,2.0,None,1.0,1.0,No,,0.0,Yes,Yes,,,,9.0,Yes,No,Unsure,Most are underestimating the risks,Large changes,No,No,,Yes,White,IVR,Caucasian,545.0,5.0,5.0,Democrat,3.0,3.0,4.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,1.0,1.0,5.0,3.0,1.0,1.0,4.0,PITT,True,week2,No,False,True,1,0.0,0.0,0.0,0.0,White
1724,1720,2020-04-04,Yes,Yes,1.32023,Good,61,Female,2.0,,,,,0,,,,,,,,,,,,,,,,0,Black,IVR,Black,560.0,5.0,5.0,Democrat,3.0,4.0,4.0,3.0,3.0,5.0,2.0,2.0,3.0,2.0,1.0,1.0,5.0,4.0,1.0,1.0,1.0,WAKE,False,week2,No,False,True,1,,,,,Black
